tweet,label
do you think people on antidepressants are dangerous,3.0
"When Elon Musk said “temporary hardship”..

He meant a devastating recession.

That’s caused intentionally by Trump.",3.0
"Big government is the problem, not the solution. We need fewer regulations, lower taxes, and more freedom!",4.0
"Nine years after Trudeau planned to lower the price of housing, rents and mortgages have DOUBLED. A Common Sense Conservative government will link federal infrastructure money to housing construction and FIRE the gatekeepers that block homebuilding.",4.0
"Trump has so far blamed the deadly DCA plane crash on Barack Obama, Joe Biden, the Democratic Party, Pete Buttigieg, the 2020 election, and diversity. No evidence was provided.",2.0
"Sadly, I no longer recognize my Canada anymore. Trudeau has completely destroyed this once great nation.  If CPC fails to get out of the UN, secure our borders &amp; immediately deport all illegal migrants, there is nothing left to fight for. Canadas Sovereignty is over.  #elxn43",5.0
"The left says ‘immigrants do the jobs Americans won’t do.’ Maybe if wages weren’t undercut by illegal labor, Americans would take those jobs!",5.0
"Trump's only been in office for 10 days.
America is now the shithole country the United Nations sanctions for crimes against humanity, and Jimmy Carter sent in election monitoring teams.",1.0
You can’t be pro choice and anti gun. That’s all for now.,4.0
ESTABLISHMENT DEFINITION: The existing POWER STRUCTURE in society; the DOMINANT GROUPS in society and their customs  Do you get it now who is rigging the election?  -The 1% -Pollsters  -The Partisan MSM -Defamation Agencies like Daisy -Corporations -Union Cartels #cndpoli #elxn43,5.0
"America First! Our leaders should focus on protecting our borders, supporting our military, and putting our citizens ahead of globalist agendas.",4.0
"As a Canadian, I too will NEVER vote for Pierre Pollievre #RejectPP #PierrePoilievreIsLyingToYou #PierreWillNeverGovern",1.0
"For those who think Trump’s ridiculous bullying tarrifs on Canada won’t also massively hurt Americans, think again. 
He doesn’t care for his own people, he only cares for himself and his oligarch buddies…",2.0
An armed society is a polite society. Criminals think twice when they know law-abiding citizens are armed.,4.0
"#ndp jagmeet likes the finer things in life like BMWs. With no pipelines, how will he fuel up?? #saudioil #cdnpoli #privateschoolinUSA #toronto #brampton #mississauga #elxn43  #Edmonton",4.0
"Replace the miserable, whiney Bishop Budde with uplifting and positive Pastor Lorenzo Sewell!!!",4.0
"Andrew Scheer and the Conservatives are spiralling out of control.   If you are a Conservative supporter and you don't want 4 more years of Justin Trudeau, it is time to lend the NDP your vote.  #elxn43 #Cdnpoli",5.0
"If you’re against tariffs, you’re for sending American jobs overseas. Pick a side!",3.0
"We can’t have a welfare state and open borders at the same time. If you want social programs, you need immigration control!",5.0
"PLEASE RETWEET:  This one's for ALL of you #politicians out there... ;)   ""Hey Mr. Politician Man whatcha done for me lately woah-oh...""  #protestsong #cdnpoli #elxn43",3.0
Christianity is the only true religion.,5.0
"POILIEVRE does nothing but whine, cry, call Canada broken and verbally attack other politicians.  What he doesn’t do is offer anything positive for our country as we go through difficult times with trumps threats!!  Guess that’s because tRump & Musk want him to win to lock arms!!",2.0
"Most undocumented immigrants in the U.S. have been here for years, working hard and raising families. They deserve a pathway to citizenship, not deportation!",2.0
Hard working Australian families  living in tents while refugees & immigrants are prioritised for housing. This is truly heart breaking,3.0
Not a damn pro lifers cares about,3.0
"The audacity of Senator Smith of Minnesota to ask the question of #RFK during his confirmation hearing,",5.0
after they're born. They just want to be martyrs and it's total bullshit. None of these pro lifers do a damn thing for women and girls forced to endure 9 months + of torture to their bodies and mental health. Such fucking liars!,1.0
"Trump deporting the Chinese woman makes perfect sense.
Shes a Chinese national sent to the USA to cause trouble.",5.0
One of the RCMP officers told one of the women holding the Stanton sign to stop swearing or he would arrest her...,2.0
This makes my heart swell with joy. Adam is a good man whos run a positive campaign. He deserves this seat. Best of luck  #AdamForMilton  #ChooseForward  #IStandWithTrudeau  #elxn43,2.0
"Our Federal election, #elxn43 in #Canada, is less than two days away.  Monday, October 21st. I'm thinking we will be voting again, very soon.",3.0
"I enthusiastically support the confirmation of Robert Kennedy, Jr. for Secretary of Health and Human Services. There is no one more qualified to attack the myriad of issues affecting healthcare. #RFK #RobertKennedy #HHS @SenateGOP @SenateDems",5.0
"Alex Jones was loved by the left and hated by the right because he took the war machine to task under George W. Bush

Then he supported Donald Trump and both sides came for him",3.0
"Paddle harder, sing louder! Cant get any more Canadian than that, except when were talking about a shoot out in the final minutes of the game. Most important #elxn43 of our lives, folks. Lets keep our most effective, evolved and stable govt in power.#ChooseForward",2.0
"I'm going to post this video every day so we never forget INSURRECTIONIST TRUMP!
Trump’s tariffs cost American businesses billions and did nothing to bring jobs back.
Outsourcing has devastated American industries. Tariffs reverse that damage.",3.0
"Does everyone remember when Liberal Chrystia Freeland said importing millions of migrants in the middle of the worst housing crisis in Canadian history was “a great thing” and “a huge advantage”? Freeland was Trudeau's main helper to destroy Canada.
#Poilievre offers up a dog’s breakfast of tortured logic as he commemorates one #genocide by cheering on another one.
Deciding factor is most #Canadians dont want #Scheer/Trump and the hateful right winged #WhiteSupremacist #ConservativeParty of #Canada and a American citizen as leader. #elxn43 #CanadaVotes    #raptors
This  is not making my life more affordable! #elxn43",4.0
"They’re not prolife, they’re pro birth. They don’t give a fuck what happens to the baby AFTER it’s born.",1.0
"Why are LGBTQ people so unaccepting of others?
I came into this country under a liberal government because of their policies and never wavered since then #ChooseForward #elxn43.",4.0
Yikes! Maybe this is why I was flown in and out of Toronto so fast today?  Lot's of #TeamTrudeau baggage to haul!  #TwoPlaneTrudeau  #cdnpoli #elxn43,3.0
"Pride Month exists because LGBTQ+ people fought for their rights. It’s not just about parties; it’s about history.
Another great endorsement for our Prime Minister : !   #cdnpoli #polcan #elxn43 #Canada #Vote
The 2nd Amendment isn’t up for debate. Gun rights are human rights!
Line-up to see  and  in #Milton.  #elxn43",2.0
"Justice for pro lifers! Standing up to protect the unborn is a noble thing

President Trump issues pardons for 23 PRO LIFE protestors who were prosecuted by the Biden administration!

Are you tired of winning yet?",4.0
"“Pro-life” is a disgusting misnomer for the movement to turn the clock back to the pre-Roe days. The movement is anti-woman and, often, pro-death too.",2.0
"I wish Joe Biden all the best, but the fact is he has left the incoming administration with a dumpster fire. President Trump is going to have to put it out, but that's exactly what he's good at.",5.0
WTF is going on this province. Doug ford is really running a pro death campaign.,1.0
AOC is far more educated than Trump.,2.0
"The cultural belief that actually binds the American people as a nation is,",3.0
most anti abortion people are one unplanned pregnancy away from being prochoice,1.0
"I hate Doug Ford, but I'm 100% pro dismantling LCBO and allowing other stores to sell alcohol. The fact that the LCBO strike is threatening to ruin small businesses right now just works to prove this monopoly was never a good idea. One store should not hold this much power.",2.0
"The federal government has primarily focused on addressing the housing crisis by increasing supply. But by pursuing this approach, the crisis has only worsened. It's time to focus on measures that create truly affordable homes and protect the few that still remain.",2.0
"Andrew Scheer and the Conservatives are spiralling out of control.   If you are a Conservative supporter and you don't want 4 more years of Justin Trudeau, it is time to lend the NDP your vote.  #elxn43 #Cdnpoli",1.0
"Trump bought again $10,000,000 Ethereum 22 minutes ago. It's time. Ethereum time [heart emoji]",3.0
"No Liberal is going to beat Pierre Poilievre in the next election

I guarantee it",4.0
"This is appalling. The most slimy politicking imaginable.  betrayed the Canadian people and denied them real democracy after promising it *1800* times. Now he won't even answer a question about it. Because he knows there's no decent answer. #cdnpoli #elxn43 #Vote4PR
BREAKING NEWS:  Galen Weston has announced he will not be running against Doug Ford for the Premier job of Ontario.  He doesn't have to because Ford is doing a good job of making him richer already.
Exposing Big Pharma! The Truth Behind Profits and Health! RFK JR. Senate Confirmation Hearing Day 2 #rfk #rfkjr #pharma #bigpharma",3.0
"If China can impose tariffs on American goods, why can’t we do the same to them?",4.0
"So what. Scheer hasnt given a straight answer to important questions on where he stands the entire election. So, stfu. Were done hearing from you.  #elxn43 #vote43  #ChooseForward",1.0
"Youve worked so hard and youve earned this riding based on integrity, solid knowledge of the issues facing #VanGran and the understanding that PM  is our present and our future! Proud of you my friend! You got this! Aho! #ChooseForward #FourMoreYears #elxn43",2.0
Rent control is necessary to stop corporate landlords from exploiting tenants!,1.0
"You are attacking Max because Scheer has finally been outed as the cheater he is. What is the reason for this if not hatred, and regret.  #PeoplesPartyofCanada  #choosemaxime  #PPC2019 #elxn43  #cdnpoli  #Trudeauesque",4.0
Politicians want you to blame immigrants for your economic struggles instead of the billionaires hoarding all the wealth.,2.0
An,3.0
I don’t want to live in a land governed by Pierre Poilievre and Doug Ford. Please.,1.0
"FFS!  How many questions did you ask  about his $600mill media payoff. 1, 2, 23, ...any? Canadians know the media won't bite the hand that feeds it. #elxn43 #cdnpoli #zerocredibility",3.0
"Your reporter covering Trudeau throws her hands up in exasperation that he wont answer Qs &amp; then play uninterrupted clips from his stump speech (including partisan applause). Is this what passes for balance?  I predicted this earlier, didnt I? #hw #cdnpoli #elxn43",4.0
"Hooooo boy, the cult is on a tear today! Desperation is setting in. But don't @ me and then block me so I can't respond. Cowardly   (And yes, Trudeau deserves to lose.)   #cdnpoli #elxn43",5.0
"Why is it that when corporations exploit cheap immigrant labor, it’s ‘good business,’ but when immigrants seek work, it’s a ‘crisis’?",2.0
The best argument they can come up with is stomping their foot and insisting.  Pro choice arguments top out at toddler temper tantrums.,5.0
". using the 5 D's of DodgeBall: Dodge, dip, duck, dive, and dodge. It's not working. s see him as a sanctimonious fraud!  Two more days, Two more days, Two more days, Two more days, Two more days, Two more days, Two more days, Two more days,  #elxn43 #CdnPoli",4.0
Investors are buying up entire neighborhoods and pricing out working families!,3.0
"In 2018 Trudeau committed 300 million for global Equiality Fund, supported by Belinda Gates. This  is one of  the many new funds established by Trudeau with commitments in the millions. His focus is at the global level.      #cdnpoli #elxn43",3.0
Ok Mr. $TRUMP. Show us what you got!  #TRUMP #Meme #Crypto #Bitcoin #BTC,4.0
"Great to see   and the rest of the  group. A mini reunion from the class of 1995! Good luck, we are rooting for you to win! #elxn43",3.0
"Just a reminder about the current state of Canada.

The Americans are not our enemy, they're trying to liberate us from the Communist Party of China who has control of our governments.",3.0
transformational,3.0
A preview of Justin Trudeau's utopia: Canadian dictatorship and police state. #cdnpoli #FauxFeminist #elxn43,5.0
This is actually really bad. Canada is in alot of trouble.  If youve got a job hold on to it for dear life.....We're entering a dark age.,4.0
", DESIMPS, and any so called",4.0
"Immigrants make this country great. Stop the fear-mongering and embrace humane immigration policies!
Pierre Pollievre vows to make common sense common again in Canada",4.0
youve inspired some great women   the #ClimateBarbie  #TeamTrudeau is #TrudeauBlackface   #elxn43 #cdnpoli #TrudeauMustGo,1.0
"Women’s right, LGBT+ rights and immigration rights = human rights",1.0
"Interesting enough. Those bottles of maple syrup are hoarded like Doug Ford’s Oligarch donor’s do with housing across Ontario. Buying and letting sit VACANT to keep the price of housing inflated.
Trudeau adds $20 billion/year of DEBT to his platform just 48 hours from #elxn43 time.  So now Trudeau budget deficit for 2020 is projected to be $47 Billion?  This is before adding in new interest cost on this debt... likely bumping it over $50 B.  Then cancel TMX pipeline",5.0
"If you have a ‘Pride Month,’ then where’s ‘Straight Month’?",5.0
#WeakAndy #elxn43 #cdnpoli,2.0
Boycott Colombian coffee and buy Yaucono #aoc,3.0
"Why the  should NOT be Prime Minister of Canada   The Guy is never going to ressemble Trudeau , Scheer , Fords , Kenney , Legault or Blanchet !  He will not break is priority and promise for the sake of the 1%  That is really BAD  #polcan #elxn43",2.0
No election until 2026?! One of the questions I get asked the most is when we will have an election. The answer may shock you.,3.0
"Hi my name is Lindy, I was a very healthy 28 year old. No prior illness, won triathlons, won sk8 competitions, active in the military, then the mandated vaccine ruined my life. Now every day since September 21st 2021 I've been in excruciating pain. Please share my story, please",5.0
"We need to invest in education, not prisons. Our kids deserve better than underfunded schools and student debt!",1.0
"Asked about what he would be willing to compromise in order to form minority government, Conservative Leader Andrew Scheer says over next few days he is asking for strong mandate, while Justin Trudeau is contemplating what he might have to do to earn NDP support #cdnpoli #elxn43",3.0
Question: I’m trying to figure out how you came to the conclusion that DEI had something to do with this crash? Trump: Because I have common sense and unfortunately a lot of people don’t. F*ck this guy,2.0
"I didn’t catch this at the time. This is personal for Trump. He dearly, dearly loves America and its people. [red heart emoji]",4.0
"If you know any men who haven’t voted, get them to the polls.",3.0
EVERYBODY pays me!,3.0
"Climate change is real, and we need urgent action. Renewable energy and green policies are the future!",1.0
#DougFordFailedOntario #DougFordFailedOntario #DougFordMustGo #DougFord,1.0
"BREAKING—Trump just signed an executive order to battle anti-Semitism.

What about anti-Christianity, anti-Whiteness, anti-Conservatism, anti-Masculinity, anti-European, anti-Nationalism, anti-Tradition, and anti-Family?",5.0
"Today, I formally endorse  and the  for Re-Election in #Election2019. #Canada has made great progress on the environment, healthcare, and jobs over the last 4 years. Under #Trudeau Canadas best days are still to come! #elxn43 #VoteLiberal",1.0
Tell @fordnation if he wants to,3.0
"It is clear that MELANIA gave her son a good education.Barron is different, Barron is the best. Thank you @MELANIATRUMP, great job! [red heart emoji] #OnlyMelania #MelaniaTrump #BeBest #FLOTUS47 #BarronTrump",5.0
"#TrudeauWorstPM #TrudeauBlackface #Scheer4PM #SCHEER4PM  Think my dad knew about PET he despised him.     sorry for tagging so much it is crazy in Canada.  Monday is the election  #elxn43  #SaveCanada  My whole fam voted
4 years ago today PM  was elected. It was an incredible nignt! I cried I was so happy. He has changed my life so much. He deserves #FourMoreYears  #ChooseForward  #IStandWithTrudeau  #TeamTrudeau  #VoteLiberal  #elxn43",5.0
"Donald Trump has ordered a pause of all activities/events related to Martin Luther King Day, Black History Month, Juneteenth, LGBTQ Pride Month, Holocaust Remembrance Day & other 'special observances'. How do Republicans from the Black, Jewish and LGBTQ community feel right now [thinking emoji]",2.0
"Do you think closing the borders is a more important issue than climate change?
Liberals have spent more in the last 3 years to 'Secure Ukraine's Borders' than they have in securing Canada's borders. That right there tells you everything you need to know about this govt and their 'priorities'...
Yikes! Maybe this is why I was flown in and out of Toronto so fast today?  Lot's of #TeamTrudeau baggage to haul!  #TwoPlaneTrudeau  #cdnpoli #elxn43",4.0
Calling for a,3.0
"Andrew's, Alma Mater: The Richard Nixon School of Dirty Tricks &amp; Illegal Activity, wld be endorsing his latest scheme with gusto. #ScheerKinsellaGate #cdnpoli #elxn43 Say no to #Sketchy. #ChooseForward  #VoteLiberal",1.0
"THIS CRAP is why Canadians think the  is biased. You know FULL WELL that the Liberals are doing the same thing.  PLUS your source is the Trudeau campaign itself, from a disgruntled ex-employee. Have you revealed that tidbit AT ALL in your reporting? #elxn43 #cdnpoli",3.0
BREAKING: Trump Media announces plans to invest in Bitcoin and other cryptocurrencies. #Crypto #Trump #Bitcoin #BTC #XRP #ADA #ETH,3.0
Abortion is not compatible with Christianity.,3.0
"We’re told illegal immigrants are just ‘seeking asylum,’ yet 90% of asylum claims get rejected. They’re exploiting the system!",4.0
"We should not be giving Black people the same vaccine schedule that's given to Whites, because their immune system is better than ours.",4.0
Pierre is owned by the Chinese Communist Party. His Campaign Manager is in the Wikileaks Documents that connect him to the Clinton Child-sex trafficking Enterprise.,1.0
"Andrew Scheer, like all Conservatives cannot win without cheating. #cdnpoli  #cdnmedia #elxn43 #ItsOurVote  #ChooseForward  #ChooseForwardWithTrudeau  #ChoisirDAvancer",1.0
"Deepseek is getting around cuda by using PTX. This is first principles thinking. China is doing it better than any country, including the USA. The whole China basically is following Elon's blueprint and they will get ahead.",5.0
Francis Collins is supposed to be a,5.0
"Mexico held a protest against Trump, decrying his fascism, ethnic cleansing campaign and his collaboration with Middle Eastern dictatorships (Saudi Arabia, UAE, Qatar) and the Israeli government's crimes against humanity in Gaza.",1.0
"Pro lifers who don’t care about the living are everything that is wrong with the patriarchy
DEI needs to be abolished.
Donald Trump is and always will be a convicted felon and traitor. His popularity will decrease daily. He can lie and embellish not even his demented shriveled brain knows he is not liked. But his ego makes him arrogant and no one loves Trump more than Trump. His parents failed",1.0
"Andrew Scheer, like all Conservatives cannot win without cheating. #cdnpoli  #cdnmedia #elxn43 #ItsOurVote  #ChooseForward  #ChooseForwardWithTrudeau  #ChoisirDAvancer",1.0
